id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
14156,L54056,L,300.9,311.2,90.0,1460.0,47.7,87.0,Não,Não,Não,Não,Não,Não
14158,L53528,L,300.2,309.8,90.0,1451.0,43.5,39.0,Não,Não,Não,Não,Não,Não
14160,L47990,L,296.5,307.7,90.0,2055.0,19.7,147.0,Não,Não,Não,Não,Não,Não
14161,H34710,H,303.8,313.2,90.0,1379.0,42.9,180.0,Não,Não,Não,Não,Não,Não
14162,M17096,M,299.3,308.5,90.0,1565.0,40.2,186.0,Não,Não,Não,Não,Não,Não
14163,L51740,L,302.7,310.7,90.0,1597.0,45.4,15.0,Não,Não,Não,Não,Não,Não
14168,M16557,M,297.8,307.6,90.0,1433.0,44.0,37.0,Não,Não,Não,Não,Não,Não
14170,L56731,L,299.4,310.9,90.0,1474.0,41.9,7.0,Não,Não,Não,Não,Não,Não
14172,L55403,L,299.1,310.5,90.0,1435.0,43.4,58.0,Não,Não,Não,Não,Não,Não
14176,M18129,M,301.5,309.9,90.0,1559.0,36.0,114.0,Não,Não,Não,Não,Não,Não
14177,L50676,L,301.9,310.9,90.0,1395.0,48.0,2.0,Não,Não,Não,Não,Não,Não
14178,L56773,L,299.2,310.2,90.0,1804.0,25.6,17.0,Não,Não,Não,Não,Não,Não
14179,L49410,L,299.5,308.6,90.0,1404.0,45.7,92.0,Não,Não,Não,Não,Não,Não
14183,L49650,L,298.8,308.5,90.0,1359.0,46.4,127.0,Não,Não,Não,Não,Não,Não
14184,L55052,L,300.6,312.3,90.0,1332.0,51.2,9.0,Não,Não,Não,Não,Não,Não
14185,L56256,L,297.2,308.1,90.0,1474.0,44.3,158.0,Não,Não,Não,Não,Não,Não
14186,L56256,L,297.3,308.1,90.0,1474.0,44.3,152.0,Não,Não,Não,Não,Não,Não
14187,L56316,L,297.7,308.6,90.0,1413.0,47.1,119.0,Não,Não,Não,Não,Não,Não
14188,L56073,L,297.5,308.7,90.0,1466.0,39.7,155.0,Não,Não,Não,Não,Não,Não
14190,M18006,M,300.5,309.9,90.0,1445.0,26.5,181.0,Não,Não,Não,Não,Não,Não
14194,L51211,L,302.0,310.9,90.0,1541.0,37.5,194.0,Não,Não,Não,Não,Não,Não
14196,M22612,M,300.4,311.7,90.0,1832.0,24.2,92.0,Não,Não,Não,Não,Não,Não
14197,L51631,L,302.5,310.3,90.0,1549.0,42.0,170.0,Não,Não,Não,Não,Não,Não
14200,H33769,H,302.0,309.8,90.0,1408.0,47.0,150.0,Não,Não,Não,Não,Não,Não
14201,L50553,L,301.4,310.8,90.0,1376.0,54.0,23.0,Não,Não,Não,Não,Não,Não
14203,L54255,L,300.7,310.5,90.0,1493.0,40.6,192.0,Não,Não,Não,Não,Não,Não
14205,M22489,M,300.2,311.4,90.0,1552.0,34.3,87.0,Não,Não,Não,Não,Não,Não
14207,L52726,L,302.4,312.0,90.0,1477.0,39.9,147.0,Não,Não,Não,Não,Não,Não
14211,H32832,H,301.8,310.6,90.0,1553.0,40.2,96.0,Não,Não,Não,Não,Não,Não
14212,L47940,L,296.9,308.0,90.0,1421.0,42.7,64.0,Não,Não,Não,Não,Não,Não
14214,L56303,L,297.4,308.5,90.0,1637.0,32.9,5.0,Não,Não,Não,Não,Não,Não
14215,L49630,L,298.9,308.6,90.0,1728.0,28.8,150.0,Não,Não,Não,Não,Não,Não
14218,L53382,L,301.0,310.9,90.0,1591.0,32.7,85.0,Não,Não,Não,Não,Não,Não
14219,L48082,L,295.5,306.1,90.0,1473.0,42.8,147.0,Não,Não,Não,Não,Não,Não
14222,L54709,L,300.1,311.4,90.0,1531.0,40.6,45.0,Não,Não,Não,Não,Não,Não
14227,L50540,L,301.5,310.7,90.0,1445.0,43.5,2.0,Não,Não,Não,Não,Não,Não
14228,L50192,L,300.4,309.6,90.0,1435.0,44.6,192.0,Não,Não,Não,Não,Não,Não
14230,L47642,L,297.5,308.7,90.0,1544.0,37.9,204.0,Não,Não,Não,Não,Não,Não
14231,L56182,L,297.1,307.9,90.0,1384.0,36.6,110.0,Não,Não,Não,Não,Não,Não
14232,L51267,L,301.9,310.4,90.0,1481.0,40.4,204.0,Não,Não,Não,Não,Não,Não
14234,L53566,L,300.2,309.7,90.0,1372.0,34.3,120.0,Não,Não,Não,Não,Não,Não
14235,L54687,L,300.5,311.9,90.0,1601.0,36.2,203.0,Não,Não,Não,Não,Não,Não
14236,L56911,L,298.8,310.0,90.0,1470.0,40.9,161.0,Não,Não,Não,Não,Não,Não
14239,L48433,L,297.5,308.8,90.0,1558.0,35.8,0.0,Não,Não,Não,Não,Não,Não
14240,M17247,M,299.2,308.6,90.0,1326.0,61.0,135.0,Não,Não,Não,Não,Não,Não
14241,H33265,H,302.2,310.9,90.0,1415.0,36.1,142.0,Não,Não,Não,Não,Não,Não
14242,M24675,M,298.4,309.1,90.0,1576.0,36.8,168.0,Não,Não,Não,Não,Não,Não
14243,H30365,H,295.6,306.3,90.0,1509.0,42.5,179.0,Não,Não,Não,Não,Não,Não
14244,M20317,M,303.0,312.5,90.0,1422.0,47.0,135.0,Não,Não,Não,Não,Não,Não
14248,L53273,L,301.0,310.8,90.0,1375.0,57.2,0.0,Não,Não,Não,Não,Não,Não
14250,L55812,L,297.3,308.3,90.0,1590.0,45.5,59.0,Não,Não,Não,Não,Não,Não
14252,L51448,L,302.7,311.0,90.0,1560.0,37.9,124.0,Não,Não,Não,Não,Não,Não
14254,L52887,L,302.4,311.8,90.0,1543.0,38.4,141.0,Não,Não,Não,Não,Não,Não
14255,M21722,M,301.1,311.2,90.0,1533.0,35.8,160.0,Não,Não,Não,Não,Não,Não
14256,L54038,L,301.0,311.2,90.0,1467.0,36.0,111.0,Não,Não,Não,Não,Não,Não
14258,L55501,L,298.8,309.6,90.0,1525.0,39.7,104.0,Não,Não,Não,Não,Não,Não
14259,M20034,M,304.3,313.5,90.0,1396.0,44.9,0.0,Não,Não,Não,Não,Não,Não
14260,L52702,L,302.6,311.9,90.0,1453.0,39.1,173.0,Não,Não,Não,Não,Não,Não
14262,H38258,H,297.4,308.9,90.0,1738.0,30.8,196.0,Não,Não,Não,Não,Não,Não
14263,L56488,L,298.3,309.1,90.0,1483.0,38.0,135.0,Não,Não,Não,Não,Não,Não
14264,L56160,L,297.0,307.6,90.0,1416.0,44.7,126.0,Não,Não,Não,Não,Não,Não
14265,H30653,H,298.9,308.7,90.0,1392.0,46.5,122.0,Não,Não,Não,Não,Não,Não
14267,M23613,M,297.5,308.5,90.0,1529.0,41.4,2.0,Não,Não,Não,Não,Não,Não
14269,L52155,L,303.7,312.6,90.0,1396.0,45.5,44.0,Não,Não,Não,Não,Não,Não
14271,M21607,M,301.8,311.1,90.0,1487.0,39.5,177.0,Não,Não,Não,Não,Não,Não
14273,M21091,M,301.3,311.0,90.0,1352.0,53.8,148.0,Não,Não,Não,Não,Não,Não
14274,L54894,L,300.5,311.5,90.0,1419.0,55.6,78.0,Não,Não,Não,Não,Não,Não
14279,L53932,L,301.7,310.9,90.0,1501.0,44.1,179.0,Não,Não,Não,Não,Não,Não
14280,L54673,L,300.2,311.7,90.0,1484.0,43.4,156.0,Não,Não,Não,Não,Não,Não
14282,L49216,L,299.0,308.9,90.0,1437.0,48.3,24.0,Não,Não,Não,Não,Não,Não
14284,H38486,H,297.4,308.8,90.0,1422.0,44.6,0.0,Não,Não,Não,Não,Não,Não
14286,L54014,L,300.9,311.0,90.0,1378.0,51.1,190.0,Não,Não,Não,Não,Não,Não
14287,L48897,L,298.2,307.7,90.0,1369.0,54.5,82.0,Não,Não,Não,Não,Não,Não
14289,L55269,L,300.1,311.1,90.0,1605.0,31.7,185.0,Não,Não,Não,Não,Não,Não
14290,L55163,L,301.0,312.3,90.0,1479.0,43.7,0.0,Não,Não,Não,Não,Não,Não
14291,H38258,H,297.4,309.0,90.0,1645.0,31.8,196.0,Não,Não,Não,Não,Não,Não
14292,M17806,M,300.7,309.5,90.0,1622.0,30.5,24.0,Não,Não,Não,Não,Não,Não
14294,M22881,M,300.8,312.0,90.0,1491.0,40.9,156.0,Não,Não,Não,Não,Não,Não
14299,L56898,L,299.1,310.1,90.0,1392.0,44.3,176.0,Não,Não,Não,Não,Não,Não
14300,M23722,M,298.0,309.2,90.0,1558.0,41.7,0.0,Não,Não,Não,Não,Não,Não
14302,L56939,L,298.5,309.7,90.0,1818.0,24.7,0.0,Não,Não,Não,Não,Não,Não
14303,L55499,L,298.7,309.7,90.0,1579.0,34.6,99.0,Não,Não,Não,Não,Não,Não
14305,L55163,L,301.0,312.3,90.0,1601.0,33.5,102.0,Não,Não,Não,Não,Não,Não
14307,L50042,L,300.6,309.5,90.0,1486.0,23.0,242.0,Não,Não,Não,Não,Não,Não
14309,M20934,M,300.8,310.8,90.0,1371.0,52.6,21.0,Não,Não,Não,Não,Não,Não
14310,L55257,L,300.4,311.8,90.0,1537.0,39.2,119.0,Não,Não,Não,Não,Não,Não
14312,H30492,H,295.6,306.2,90.0,1484.0,40.0,72.0,Não,Não,Não,Não,Não,Não
14313,L55603,L,299.0,310.4,90.0,1578.0,33.3,168.0,Não,Não,Não,Não,Não,Não
14314,L47721,L,297.4,309.4,90.0,1439.0,52.1,86.0,Não,Não,Não,Não,Não,Não
14315,L49051,L,298.3,308.1,90.0,1469.0,42.7,92.0,Não,Não,Não,Não,Não,Não
14317,M15847,M,296.3,307.1,90.0,1526.0,33.8,151.0,Não,Não,Não,Não,Não,Não
14318,L54759,L,300.4,311.3,90.0,1436.0,56.8,173.0,Não,Não,Não,Não,Não,Não
14320,L55845,L,297.6,308.7,90.0,1638.0,35.1,100.0,Não,Não,Não,Não,Não,Não
14321,L49996,L,300.3,309.4,90.0,1434.0,47.4,127.0,Não,Não,Não,Não,Não,Não
14328,L53367,L,301.0,310.8,90.0,1583.0,32.0,181.0,Não,Não,Não,Não,Não,Não
14334,L57141,L,298.2,307.9,90.0,1499.0,35.0,188.0,Não,Não,Não,Não,Não,Não
14336,L50572,L,301.5,310.6,90.0,1378.0,54.5,85.0,Não,Não,Não,Não,Não,Não
14341,M18457,M,301.7,310.5,90.0,1398.0,47.5,135.0,Não,Não,Não,Não,Não,Não
14343,L54325,L,300.5,310.0,90.0,1413.0,45.2,168.0,Não,Não,Não,Não,Não,Não
14344,L55988,L,297.4,308.6,90.0,1536.0,48.1,74.0,Não,Não,Não,Não,Não,Não
14345,L50393,L,300.3,309.2,90.0,1401.0,48.0,52.0,Não,Não,Não,Não,Não,Não
14346,L55143,L,301.0,312.2,90.0,1603.0,32.9,52.0,Não,Não,Não,Não,Não,Não
14348,M21932,M,300.7,310.6,90.0,1439.0,41.7,16.0,Não,Não,Não,Não,Não,Não
14349,L50200,L,300.4,309.6,90.0,1543.0,35.5,209.0,Não,Não,Não,Não,Não,Não
14351,L51566,L,301.9,309.7,90.0,1719.0,23.5,0.0,Não,Não,Não,Não,Não,Não
14353,L49482,L,299.4,308.6,90.0,1567.0,30.0,141.0,Não,Não,Não,Não,Não,Não
14354,L47454,L,298.1,308.0,90.0,1490.0,34.1,63.0,Não,Não,Não,Não,Não,Não
14356,M20958,M,300.8,310.8,90.0,1582.0,33.0,36.0,Não,Não,Não,Não,Não,Não
14357,L52127,L,303.7,312.7,90.0,1853.0,23.9,123.0,Não,Não,Não,Não,Não,Não
14358,L47845,L,297.6,309.0,90.0,1348.0,54.6,12.0,Não,Não,Não,Não,Não,Não
14360,L48365,L,297.3,308.4,90.0,1397.0,49.6,29.0,Não,Não,Não,Não,Não,Não
14363,H38354,H,297.3,308.3,90.0,1442.0,47.0,24.0,Não,Não,Não,Não,Não,Não
14364,L48345,L,297.1,308.1,90.0,1389.0,52.8,208.0,Não,Não,Não,Não,Não,Não
14365,L48248,L,296.8,307.8,90.0,1393.0,47.7,155.0,Não,Não,Não,Não,Não,Não
14367,L55228,L,300.7,311.8,90.0,1435.0,41.7,204.0,Não,Não,Não,Não,Não,Não
14368,M23193,M,298.8,309.7,90.0,1537.0,37.5,138.0,Não,Não,Não,Não,Não,Não
14371,L52528,L,303.4,312.7,90.0,1378.0,45.5,104.0,Não,Não,Não,Não,Não,Não
14378,M18591,M,302.2,311.2,90.0,1538.0,43.0,91.0,Não,Não,Não,Não,Não,Não
14380,L49211,L,298.8,308.5,90.0,1452.0,48.8,81.0,Não,Não,Não,Não,Não,Não
14381,L50071,L,300.1,309.6,90.0,1545.0,35.2,126.0,Não,Não,Não,Não,Não,Não
14382,L47897,L,297.4,309.0,90.0,1459.0,48.7,9.0,Não,Não,Não,Não,Não,Não
14383,L53140,L,300.5,310.7,90.0,1339.0,52.0,121.0,Não,Não,Não,Não,Não,Não
14385,L53413,L,301.2,310.9,90.0,1467.0,37.1,98.0,Não,Não,Não,Não,Não,Não
14387,M16557,M,298.1,307.6,90.0,1685.0,44.0,124.0,Não,Não,Não,Não,Não,Não
14389,L53794,L,301.7,310.6,90.0,1494.0,38.2,171.0,Não,Não,Não,Não,Não,Não
14390,L52497,L,303.6,312.9,90.0,1375.0,49.7,20.0,Não,Não,Não,Não,Não,Não
14391,L56865,L,299.0,310.2,90.0,2033.0,19.3,37.0,Não,Não,Não,Não,Não,Não
14392,L54755,L,300.3,311.2,90.0,1351.0,49.3,164.0,Não,Não,Não,Não,Não,Não
14393,M15088,M,298.3,308.6,90.0,1515.0,38.7,170.0,Não,Não,Não,Não,Não,Não
14395,L53585,L,300.1,309.8,90.0,2151.0,17.5,95.0,Não,Não,Não,Não,Não,Não
14397,L49505,L,299.3,308.8,90.0,1496.0,48.8,199.0,Não,Não,Não,Não,Não,Não
14398,L54261,L,300.6,310.4,90.0,1428.0,46.8,75.0,Não,Não,Não,Não,Não,Não
14401,L49794,L,299.3,309.1,90.0,1680.0,30.8,119.0,Não,Não,Não,Não,Não,Não
14402,L48632,L,299.0,310.3,90.0,1629.0,31.7,101.0,Não,Não,Não,Não,Não,Não
14403,L50117,L,300.7,309.6,90.0,1434.0,39.4,195.0,Não,Não,Não,Não,Não,Não
14407,H33555,H,302.3,310.8,90.0,1634.0,36.1,38.0,Não,Não,Não,Não,Não,Não
14411,M18055,M,300.0,309.2,90.0,1549.0,32.4,4.0,Não,Não,Não,Não,Não,Não
14413,M21226,M,300.2,309.8,90.0,1754.0,28.4,191.0,Não,Não,Não,Não,Não,Não
14414,L51475,L,301.7,310.2,90.0,1621.0,34.2,213.0,Não,Não,Não,Não,Não,Não
14415,L54038,L,301.1,311.2,90.0,1373.0,45.4,68.0,Não,Não,Não,Não,Não,Não
14417,L51979,L,303.5,312.5,90.0,1621.0,42.1,170.0,Não,Não,Não,Não,Não,Não
14421,L54121,L,300.6,311.2,90.0,1388.0,46.3,43.0,Não,Não,Não,Não,Não,Não
14423,M20227,M,303.1,312.5,90.0,1666.0,26.7,157.0,Não,Não,Não,Não,Não,Não
14426,L50024,L,300.3,309.1,90.0,1521.0,39.2,196.0,Não,Não,Não,Não,Não,Não
14427,L55163,L,301.0,312.2,90.0,1491.0,42.0,109.0,Não,Não,Não,Não,Não,Não
14428,L50201,L,300.5,309.5,90.0,1421.0,34.2,94.0,Não,Não,Não,Não,Não,Não
14429,M22669,M,300.0,311.4,90.0,1607.0,31.5,120.0,Não,Não,Não,Não,Não,Não
14430,M15421,M,297.5,309.1,90.0,1274.0,68.2,141.0,Não,Não,Não,Não,Não,Não
14432,L52182,L,303.7,312.8,90.0,1627.0,38.5,40.0,Não,Não,Não,Não,Não,Não
14434,L56667,L,299.0,310.2,90.0,1999.0,21.8,7.0,Não,Não,Não,Não,Não,Não
14436,L56906,L,298.8,310.0,90.0,1383.0,44.2,139.0,Não,Não,Não,Não,Não,Não
14438,L55040,L,300.5,312.0,90.0,1496.0,38.3,27.0,Não,Não,Não,Não,Não,Não
14440,M17275,M,299.1,308.2,90.0,1467.0,43.0,54.0,Não,Não,Não,Não,Não,Não
14444,L47891,L,297.5,308.7,90.0,1553.0,37.0,153.0,Não,Não,Não,Não,Não,Não
14445,M22719,M,300.5,311.9,90.0,1370.0,44.8,64.0,Não,Não,Não,Não,Não,Não
14446,L57170,L,298.8,308.5,90.0,1487.0,46.2,3.0,Não,Não,Não,Não,Não,Não
14447,L49482,L,299.2,308.5,90.0,1528.0,39.8,173.0,Não,Não,Não,Não,Não,Não
14449,L53866,L,301.7,311.0,90.0,1375.0,52.9,13.0,Não,Não,Não,Não,Não,Não
14452,L52190,L,303.7,312.8,90.0,1543.0,38.3,33.0,Não,Não,Não,Não,Não,Não
14455,L55061,L,300.7,312.3,90.0,1326.0,54.0,79.0,Não,Não,Não,Não,Não,Não
14456,L55076,L,300.8,312.6,90.0,1441.0,44.2,119.0,Não,Não,Não,Não,Não,Não
14457,L50446,L,301.3,310.1,90.0,1269.0,56.8,195.0,Não,Não,Não,Não,Não,Não
14458,H30815,H,298.9,310.1,90.0,1458.0,44.1,210.0,Não,Não,Não,Não,Não,Não
14462,L54955,L,300.3,311.4,90.0,1399.0,43.5,38.0,Não,Não,Não,Não,Não,Não
14465,M19148,M,301.8,310.0,90.0,1421.0,45.9,0.0,Não,Não,Não,Não,Não,Não
14472,L55906,L,297.2,308.6,90.0,1513.0,41.4,84.0,Não,Não,Não,Não,Não,Não
14473,L56546,L,298.0,308.5,90.0,1563.0,36.8,68.0,Não,Não,Não,Não,Não,Não
14475,H31603,H,299.6,309.2,90.0,1471.0,43.9,84.0,Não,Não,Não,Não,Não,Não
14476,L50548,L,301.4,310.8,90.0,1711.0,29.9,201.0,Não,Não,Não,Não,Não,Não
14477,L53707,L,301.4,310.3,90.0,1570.0,35.0,53.0,Não,Não,Não,Não,Não,Não
14478,L56936,L,298.5,309.5,90.0,1727.0,27.2,24.0,Não,Não,Não,Não,Não,Não
14480,L53469,L,301.0,310.5,90.0,1368.0,61.4,173.0,Não,Não,Não,Não,Não,Não
14484,L55460,L,298.8,310.6,90.0,1602.0,32.8,211.0,Não,Não,Não,Não,Não,Não
14487,L50644,L,301.7,310.6,90.0,1654.0,29.0,7.0,Não,Não,Não,Não,Não,Não
14488,L55237,L,300.2,311.5,90.0,1549.0,46.8,67.0,Não,Não,Não,Não,Não,Não
14489,M20956,M,300.8,310.7,90.0,1487.0,41.7,28.0,Não,Não,Não,Não,Não,Não
14491,L55476,L,298.9,310.3,90.0,1580.0,39.0,32.0,Não,Não,Não,Não,Não,Não
14496,L52187,L,303.8,312.7,90.0,1527.0,40.3,137.0,Não,Não,Não,Não,Não,Não
14498,L49295,L,299.3,308.9,90.0,1449.0,41.4,94.0,Não,Não,Não,Não,Não,Não
14500,L50948,L,302.2,311.1,90.0,1555.0,34.2,174.0,Não,Não,Não,Não,Não,Não
14501,L50373,L,300.0,309.1,90.0,1634.0,33.6,0.0,Não,Não,Não,Não,Não,Não
14502,L49520,L,299.1,308.8,90.0,1365.0,54.1,12.0,Não,Não,Não,Não,Não,Não
14503,L55982,L,297.4,308.6,90.0,1501.0,43.1,73.0,Não,Não,Não,Não,Não,Não
14504,H35901,H,300.6,309.8,90.0,1541.0,36.2,150.0,Não,Não,Não,Não,Não,Não
14505,L48218,L,296.6,307.6,90.0,1550.0,38.3,48.0,Não,Não,Não,Não,Não,Não
14506,L48786,L,297.9,307.7,90.0,1507.0,47.3,25.0,Não,Não,Não,Não,Não,Não
14509,L55197,L,301.0,311.9,90.0,1574.0,34.7,196.0,Não,Não,Não,Não,Não,Não
14512,L56333,L,297.5,308.6,90.0,1623.0,33.7,137.0,Não,Não,Não,Não,Não,Não
14513,M18865,M,302.3,311.1,90.0,1629.0,32.3,159.0,Não,Não,Não,Não,Não,Não
14517,L56264,L,297.2,307.9,90.0,1426.0,44.4,172.0,Não,Não,Não,Não,Não,Não
14518,M21659,M,301.1,310.7,90.0,1511.0,34.9,24.0,Não,Não,Não,Não,Não,Não
14519,L47845,L,297.5,308.9,90.0,2235.0,16.6,189.0,Não,Não,Não,Não,Não,Não
14521,L47677,L,297.4,309.0,90.0,1602.0,39.2,209.0,Não,Não,Não,Não,Não,Não
14523,L50787,L,301.7,310.7,90.0,1631.0,32.8,139.0,Não,Não,Não,Não,Não,Não
14526,L47334,L,298.4,308.2,90.0,1528.0,43.0,16.0,Não,Não,Não,Não,Não,Não
14527,L56695,L,299.0,310.1,90.0,1540.0,36.6,49.0,Não,Não,Não,Não,Não,Não
14529,H30474,H,296.3,307.2,90.0,1841.0,26.8,105.0,Não,Não,Não,Não,Não,Não
14530,L49754,L,299.2,308.5,90.0,1527.0,36.0,177.0,Não,Não,Não,Não,Não,Não
14531,H38812,H,298.1,308.9,90.0,1472.0,43.3,204.0,Não,Não,Não,Não,Não,Não
14535,L47285,L,298.8,308.7,90.0,1607.0,33.0,17.0,Não,Não,Não,Não,Não,Não
14536,L50748,L,301.8,310.9,90.0,1363.0,44.5,148.0,Não,Não,Não,Não,Não,Não
14537,H37831,H,298.8,309.6,90.0,1704.0,30.7,150.0,Não,Não,Não,Não,Não,Não
14538,L53184,L,300.5,310.4,90.0,1642.0,33.2,12.0,Não,Não,Não,Não,Não,Não
14539,L49182,L,298.4,308.1,90.0,1439.0,46.3,10.0,Não,Não,Não,Não,Não,Não
14540,L54644,L,300.3,311.6,90.0,1535.0,45.6,92.0,Não,Não,Não,Não,Não,Não
14541,L55605,L,299.2,310.6,90.0,1546.0,37.1,172.0,Não,Não,Não,Não,Não,Não
14542,L48143,L,295.8,306.6,90.0,1737.0,25.6,95.0,Não,Não,Não,Não,Não,Não
14543,L55232,L,300.5,312.0,90.0,1557.0,36.2,112.0,Não,Não,Não,Não,Não,Não
14544,L49830,L,299.9,309.4,90.0,1399.0,53.6,163.0,Não,Não,Não,Não,Não,Não
14548,L47461,L,298.0,308.1,90.0,1526.0,43.7,23.0,Não,Não,Não,Não,Não,Não
14551,M16264,M,298.9,310.0,90.0,1555.0,30.9,176.0,Não,Não,Não,Não,Não,Não
14552,L54521,L,299.7,310.3,90.0,1505.0,38.5,59.0,Não,Não,Não,Não,Não,Não
14553,M21853,M,300.7,311.1,90.0,1438.0,42.5,176.0,Não,Não,Não,Não,Não,Não
14555,L54998,L,300.1,311.5,90.0,1465.0,47.6,20.0,Não,Não,Não,Não,Não,Não
14556,L56264,L,297.2,307.9,90.0,1364.0,54.0,174.0,Não,Não,Não,Não,Não,Não
14558,L54517,L,299.9,310.5,90.0,1413.0,32.8,204.0,Não,Não,Não,Não,Não,Não
14561,L55277,L,300.2,311.7,90.0,1409.0,47.2,159.0,Não,Não,Não,Não,Não,Não
14562,L50807,L,302.2,311.3,90.0,1588.0,37.8,39.0,Não,Não,Não,Não,Não,Não
14563,M22277,M,300.2,311.6,90.0,1657.0,34.0,162.0,Não,Não,Não,Não,Não,Não
14566,L52751,L,303.1,312.3,90.0,1548.0,38.5,10.0,Não,Não,Não,Não,Não,Não
14567,L53901,L,301.4,310.7,90.0,1280.0,61.0,74.0,Não,Não,Não,Não,Não,Não
14568,L53962,L,301.3,310.8,90.0,1502.0,38.5,2.0,Não,Não,Não,Não,Não,Não
14571,L55882,L,297.1,308.6,90.0,1774.0,40.1,173.0,Não,Não,Não,Não,Não,Não
14572,M16379,M,297.5,308.9,90.0,1520.0,39.3,188.0,Não,Não,Não,Não,Não,Não
14574,L50022,L,300.3,309.4,90.0,1545.0,33.7,162.0,Não,Não,Não,Não,Não,Não
14575,L51464,L,301.8,310.0,90.0,1451.0,40.3,185.0,Não,Não,Não,Não,Não,Não
14576,M14930,M,298.9,309.0,90.0,1542.0,37.2,193.0,Não,Não,Não,Não,Não,Não
14577,L51554,L,302.0,309.9,90.0,1456.0,45.3,205.0,Não,Não,Não,Não,Não,Não
14580,L53474,L,301.0,310.5,90.0,1529.0,39.6,91.0,Não,Não,Não,Não,Não,Não
14583,M18667,M,302.2,311.0,90.0,1547.0,34.0,39.0,Não,Não,Não,Não,Não,Não
14585,H38587,H,297.8,308.7,90.0,1650.0,30.4,194.0,Não,Não,Não,Não,Não,Não
14587,L55549,L,298.7,309.8,90.0,1408.0,46.2,96.0,Não,Não,Não,Não,Não,Não
14588,H34720,H,304.0,313.2,90.0,1336.0,31.7,206.0,Não,Não,Não,Não,Não,Não
14589,M19284,M,302.6,310.4,90.0,1488.0,39.8,155.0,Não,Não,Não,Não,Não,Não
14590,L56467,L,298.2,309.0,90.0,1462.0,50.1,61.0,Não,Não,Não,Não,Não,Não
14591,H36351,H,300.8,311.1,90.0,1452.0,40.2,28.0,Não,Não,Não,Não,Não,Não
14592,M17054,M,299.6,309.1,90.0,1548.0,41.3,174.0,Não,Não,Não,Não,Não,Não
14596,L50553,L,301.4,310.7,90.0,1568.0,34.5,23.0,Não,Não,Não,Não,Não,Não
14597,L56739,L,299.5,311.1,90.0,1542.0,36.7,162.0,Não,Não,Não,Não,Não,Não
14598,M23950,M,297.2,307.9,90.0,1541.0,29.0,188.0,Não,Não,Não,Não,Não,Não
14600,L47993,L,296.8,307.6,90.0,1338.0,53.0,130.0,Não,Não,Não,Não,Não,Não
14603,L52402,L,303.9,313.1,90.0,1665.0,29.6,94.0,Não,Não,Não,Não,Não,Não
14606,L48797,L,297.8,307.8,90.0,1447.0,54.5,53.0,Não,Não,Não,Não,Não,Não
14607,L54241,L,300.6,310.4,90.0,1677.0,34.3,84.0,Não,Não,Não,Não,Não,Não
14608,M23191,M,298.8,309.7,90.0,1427.0,45.5,197.0,Não,Não,Não,Não,Não,Não
14610,L55526,L,298.7,309.7,90.0,1601.0,35.9,176.0,Não,Não,Não,Não,Não,Não
14611,L50969,L,302.3,311.0,90.0,1460.0,38.8,202.0,Não,Não,Não,Não,Não,Não
14614,L47371,L,298.2,308.4,90.0,1666.0,34.6,15.0,Não,Não,Não,Não,Não,Não
14615,M23654,M,297.4,308.5,90.0,1697.0,26.5,54.0,Não,Não,Não,Não,Não,Não
14617,L50265,L,300.0,309.2,90.0,1363.0,55.3,24.0,Não,Não,Não,Não,Não,Não
14620,L54716,L,300.0,311.2,90.0,1372.0,51.6,119.0,Não,Não,Não,Não,Não,Não
14622,L54959,L,300.3,311.5,90.0,1482.0,38.6,62.0,Não,Não,Não,Não,Não,Não
14624,L53565,L,300.1,309.7,90.0,1433.0,48.1,85.0,Não,Não,Não,Não,Não,Não
14625,M21626,M,301.4,311.1,90.0,1692.0,29.0,166.0,Não,Não,Não,Não,Não,Não
14626,L50363,L,300.1,309.3,90.0,1495.0,35.3,199.0,Não,Não,Não,Não,Não,Não
14627,L53558,L,300.1,309.7,90.0,1479.0,34.6,85.0,Não,Não,Não,Não,Não,Não
14628,M18457,M,301.7,310.7,90.0,1635.0,33.1,171.0,Não,Não,Não,Não,Não,Não
14630,L48218,L,296.6,307.6,90.0,1435.0,47.2,80.0,Não,Não,Não,Não,Não,Não
14631,M16124,M,298.0,309.4,90.0,1506.0,41.1,41.0,Não,Não,Não,Não,Não,Não
14632,L54014,L,301.1,311.0,90.0,1709.0,51.1,190.0,Não,Não,Não,Não,Não,Não
14636,L49858,L,299.8,309.5,90.0,1374.0,52.1,0.0,Sim,Não,Não,Não,Sim,Não
14639,L52106,L,303.4,312.3,90.0,1363.0,54.1,181.0,Não,Não,Não,Não,Não,Não
14640,L49052,L,298.3,308.1,90.0,1326.0,54.8,90.0,Não,Não,Não,Não,Não,Não
14641,M21677,M,301.0,310.6,90.0,1481.0,42.9,166.0,Não,Não,Não,Não,Não,Não
14643,L56514,L,298.4,308.9,90.0,1491.0,38.3,201.0,Não,Não,Não,Não,Não,Não
14650,L49342,L,299.5,309.3,90.0,1517.0,38.8,0.0,Não,Não,Não,Não,Não,Não
