id,pred_binaria,pred_label
37930,1,Falha
37931,0,Sem falha
37932,0,Sem falha
37933,0,Sem falha
37934,0,Sem falha
37935,0,Sem falha
37936,1,Falha
37937,0,Sem falha
37938,0,Sem falha
37939,0,Sem falha
37940,0,Sem falha
37941,0,Sem falha
37942,0,Sem falha
37943,1,Falha
37944,0,Sem falha
37945,0,Sem falha
37946,0,Sem falha
37947,0,Sem falha
37948,1,Falha
37949,1,Falha
37950,0,Sem falha
37951,0,Sem falha
37952,0,Sem falha
37953,0,Sem falha
37954,0,Sem falha
37955,1,Falha
37956,1,Falha
37957,0,Sem falha
37958,1,Falha
37959,0,Sem falha
37960,0,Sem falha
37961,0,Sem falha
37962,1,Falha
37963,0,Sem falha
37964,0,Sem falha
37965,1,Falha
37966,0,Sem falha
37967,0,Sem falha
37968,0,Sem falha
37969,0,Sem falha
37970,0,Sem falha
37971,1,Falha
37972,0,Sem falha
37973,0,Sem falha
37974,0,Sem falha
37975,0,Sem falha
37976,1,Falha
37977,0,Sem falha
37978,1,Falha
37979,1,Falha
37980,0,Sem falha
37981,0,Sem falha
37982,0,Sem falha
37983,0,Sem falha
37984,0,Sem falha
37985,0,Sem falha
37986,0,Sem falha
37987,1,Falha
37988,0,Sem falha
37989,0,Sem falha
37990,1,Falha
37991,1,Falha
37992,0,Sem falha
37993,0,Sem falha
37994,1,Falha
37995,0,Sem falha
37996,1,Falha
37997,1,Falha
37998,0,Sem falha
37999,1,Falha
38000,1,Falha
38001,0,Sem falha
38002,0,Sem falha
38003,1,Falha
38004,0,Sem falha
38005,0,Sem falha
38006,0,Sem falha
38007,0,Sem falha
38008,1,Falha
38009,0,Sem falha
38010,0,Sem falha
38011,0,Sem falha
38012,0,Sem falha
38013,0,Sem falha
38014,0,Sem falha
38015,1,Falha
38016,0,Sem falha
38017,0,Sem falha
38018,0,Sem falha
38019,0,Sem falha
38020,0,Sem falha
38021,1,Falha
38022,0,Sem falha
38023,1,Falha
38024,0,Sem falha
38025,0,Sem falha
38026,0,Sem falha
38027,0,Sem falha
38028,0,Sem falha
38029,0,Sem falha
38030,0,Sem falha
38031,0,Sem falha
38032,0,Sem falha
38033,0,Sem falha
38034,0,Sem falha
38035,0,Sem falha
38036,0,Sem falha
38037,0,Sem falha
38038,0,Sem falha
38039,0,Sem falha
38040,1,Falha
38041,1,Falha
38042,1,Falha
38043,0,Sem falha
38044,0,Sem falha
38045,0,Sem falha
38046,0,Sem falha
38047,0,Sem falha
38048,0,Sem falha
38049,0,Sem falha
38050,0,Sem falha
38051,0,Sem falha
38052,0,Sem falha
38053,0,Sem falha
38054,0,Sem falha
38055,0,Sem falha
38056,0,Sem falha
38057,0,Sem falha
38058,0,Sem falha
38059,0,Sem falha
38060,0,Sem falha
38061,0,Sem falha
38062,0,Sem falha
38063,0,Sem falha
38064,0,Sem falha
38065,0,Sem falha
38066,1,Falha
38067,0,Sem falha
38068,0,Sem falha
38069,1,Falha
38070,1,Falha
38071,0,Sem falha
38072,0,Sem falha
38073,0,Sem falha
38074,0,Sem falha
38075,0,Sem falha
38076,0,Sem falha
38077,1,Falha
38078,0,Sem falha
38079,0,Sem falha
38080,1,Falha
38081,1,Falha
38082,0,Sem falha
38083,1,Falha
38084,0,Sem falha
38085,0,Sem falha
38086,0,Sem falha
38087,0,Sem falha
38088,1,Falha
38089,0,Sem falha
38090,0,Sem falha
38091,1,Falha
38092,0,Sem falha
38093,0,Sem falha
38094,0,Sem falha
38095,1,Falha
38096,1,Falha
38097,0,Sem falha
38098,1,Falha
38099,0,Sem falha
38100,0,Sem falha
38101,0,Sem falha
38102,1,Falha
38103,0,Sem falha
38104,0,Sem falha
38105,1,Falha
38106,0,Sem falha
38107,0,Sem falha
38108,0,Sem falha
38109,0,Sem falha
38110,1,Falha
38111,0,Sem falha
38112,0,Sem falha
38113,0,Sem falha
38114,0,Sem falha
38115,1,Falha
38116,0,Sem falha
38117,0,Sem falha
38118,0,Sem falha
38119,0,Sem falha
38120,1,Falha
38121,1,Falha
38122,0,Sem falha
38123,1,Falha
38124,0,Sem falha
38125,0,Sem falha
38126,1,Falha
38127,0,Sem falha
38128,0,Sem falha
38129,0,Sem falha
38130,0,Sem falha
38131,0,Sem falha
38132,0,Sem falha
38133,1,Falha
38134,1,Falha
38135,0,Sem falha
38136,0,Sem falha
38137,0,Sem falha
38138,0,Sem falha
38139,1,Falha
38140,1,Falha
38141,0,Sem falha
38142,1,Falha
38143,0,Sem falha
38144,0,Sem falha
38145,0,Sem falha
38146,0,Sem falha
38147,0,Sem falha
38148,0,Sem falha
38149,0,Sem falha
38150,0,Sem falha
38151,0,Sem falha
38152,1,Falha
38153,0,Sem falha
38154,0,Sem falha
38155,1,Falha
38156,0,Sem falha
38157,0,Sem falha
38158,0,Sem falha
38159,0,Sem falha
38160,1,Falha
38161,1,Falha
38162,0,Sem falha
38163,1,Falha
38164,0,Sem falha
38165,1,Falha
38166,0,Sem falha
38167,0,Sem falha
38168,1,Falha
38169,0,Sem falha
38170,0,Sem falha
38171,0,Sem falha
38172,0,Sem falha
38173,0,Sem falha
38174,0,Sem falha
38175,0,Sem falha
38176,0,Sem falha
38177,1,Falha
38178,0,Sem falha
38179,0,Sem falha
38180,0,Sem falha
38181,0,Sem falha
38182,0,Sem falha
38183,0,Sem falha
38184,0,Sem falha
38185,0,Sem falha
38186,0,Sem falha
38187,0,Sem falha
38188,0,Sem falha
38189,0,Sem falha
38190,0,Sem falha
38191,0,Sem falha
38192,0,Sem falha
38193,0,Sem falha
38194,1,Falha
38195,0,Sem falha
38196,0,Sem falha
38197,0,Sem falha
38198,0,Sem falha
38199,0,Sem falha
38200,0,Sem falha
38201,0,Sem falha
38202,0,Sem falha
38203,0,Sem falha
38204,0,Sem falha
38205,1,Falha
38206,1,Falha
38207,1,Falha
38208,0,Sem falha
38209,0,Sem falha
38210,0,Sem falha
38211,0,Sem falha
38212,0,Sem falha
38213,1,Falha
38214,0,Sem falha
38215,0,Sem falha
38216,0,Sem falha
38217,1,Falha
38218,1,Falha
38219,1,Falha
38220,0,Sem falha
38221,0,Sem falha
38222,0,Sem falha
38223,0,Sem falha
38224,0,Sem falha
38225,0,Sem falha
38226,0,Sem falha
38227,0,Sem falha
38228,1,Falha
38229,0,Sem falha
38230,0,Sem falha
38231,0,Sem falha
38232,0,Sem falha
38233,0,Sem falha
38234,1,Falha
38235,0,Sem falha
38236,1,Falha
38237,1,Falha
38238,1,Falha
38239,0,Sem falha
38240,0,Sem falha
38241,0,Sem falha
38242,0,Sem falha
38243,0,Sem falha
38244,0,Sem falha
38245,0,Sem falha
38246,1,Falha
38247,0,Sem falha
38248,1,Falha
38249,0,Sem falha
38250,0,Sem falha
38251,0,Sem falha
38252,0,Sem falha
38253,0,Sem falha
38254,0,Sem falha
38255,1,Falha
38256,1,Falha
38257,1,Falha
38258,0,Sem falha
38259,0,Sem falha
38260,0,Sem falha
38261,1,Falha
38262,0,Sem falha
38263,0,Sem falha
38264,0,Sem falha
38265,0,Sem falha
38266,0,Sem falha
38267,0,Sem falha
38268,1,Falha
38269,0,Sem falha
38270,0,Sem falha
38271,0,Sem falha
38272,1,Falha
38273,1,Falha
38274,0,Sem falha
38275,0,Sem falha
38276,0,Sem falha
38277,1,Falha
38278,1,Falha
38279,0,Sem falha
38280,1,Falha
38281,1,Falha
38282,1,Falha
38283,1,Falha
38284,0,Sem falha
38285,0,Sem falha
38286,1,Falha
38287,0,Sem falha
38288,0,Sem falha
38289,0,Sem falha
38290,0,Sem falha
38291,0,Sem falha
38292,0,Sem falha
38293,0,Sem falha
38294,1,Falha
38295,1,Falha
38296,0,Sem falha
38297,1,Falha
38298,0,Sem falha
38299,0,Sem falha
38300,0,Sem falha
38301,0,Sem falha
38302,0,Sem falha
38303,0,Sem falha
38304,0,Sem falha
38305,0,Sem falha
38306,1,Falha
38307,0,Sem falha
38308,0,Sem falha
38309,0,Sem falha
38310,1,Falha
38311,0,Sem falha
38312,0,Sem falha
38313,0,Sem falha
38314,0,Sem falha
38315,0,Sem falha
38316,0,Sem falha
38317,0,Sem falha
38318,0,Sem falha
38319,0,Sem falha
38320,0,Sem falha
38321,0,Sem falha
38322,1,Falha
38323,0,Sem falha
38324,0,Sem falha
38325,0,Sem falha
38326,1,Falha
38327,0,Sem falha
38328,0,Sem falha
38329,0,Sem falha
38330,1,Falha
38331,0,Sem falha
38332,1,Falha
38333,0,Sem falha
38334,1,Falha
38335,1,Falha
38336,1,Falha
38337,1,Falha
38338,0,Sem falha
38339,0,Sem falha
38340,0,Sem falha
38341,1,Falha
38342,0,Sem falha
38343,1,Falha
38344,0,Sem falha
38345,0,Sem falha
38346,1,Falha
38347,0,Sem falha
38348,0,Sem falha
38349,1,Falha
38350,0,Sem falha
38351,0,Sem falha
38352,0,Sem falha
38353,0,Sem falha
38354,0,Sem falha
38355,0,Sem falha
38356,1,Falha
38357,1,Falha
38358,1,Falha
38359,1,Falha
38360,0,Sem falha
38361,0,Sem falha
38362,0,Sem falha
38363,0,Sem falha
38364,1,Falha
38365,0,Sem falha
38366,1,Falha
38367,0,Sem falha
38368,1,Falha
38369,0,Sem falha
38370,0,Sem falha
38371,0,Sem falha
38372,0,Sem falha
38373,0,Sem falha
38374,0,Sem falha
38375,0,Sem falha
38376,1,Falha
38377,0,Sem falha
38378,1,Falha
38379,0,Sem falha
38380,0,Sem falha
38381,1,Falha
38382,1,Falha
38383,0,Sem falha
38384,0,Sem falha
38385,0,Sem falha
38386,0,Sem falha
38387,0,Sem falha
38388,0,Sem falha
38389,0,Sem falha
38390,1,Falha
38391,0,Sem falha
38392,0,Sem falha
38393,0,Sem falha
38394,1,Falha
38395,1,Falha
38396,0,Sem falha
38397,0,Sem falha
38398,0,Sem falha
38399,0,Sem falha
38400,0,Sem falha
38401,0,Sem falha
38402,1,Falha
38403,1,Falha
38404,0,Sem falha
38405,0,Sem falha
38406,0,Sem falha
38407,0,Sem falha
38408,0,Sem falha
38409,0,Sem falha
38410,1,Falha
38411,1,Falha
38412,0,Sem falha
38413,0,Sem falha
38414,0,Sem falha
38415,1,Falha
38416,0,Sem falha
38417,0,Sem falha
38418,1,Falha
38419,0,Sem falha
38420,0,Sem falha
38421,0,Sem falha
38422,0,Sem falha
38423,0,Sem falha
38424,0,Sem falha
38425,0,Sem falha
38426,0,Sem falha
38427,0,Sem falha
38428,0,Sem falha
38429,0,Sem falha
38430,0,Sem falha
38431,0,Sem falha
38432,0,Sem falha
38433,0,Sem falha
38434,0,Sem falha
38435,0,Sem falha
38436,1,Falha
38437,1,Falha
38438,0,Sem falha
38439,0,Sem falha
38440,1,Falha
38441,0,Sem falha
38442,0,Sem falha
38443,0,Sem falha
38444,0,Sem falha
38445,0,Sem falha
38446,0,Sem falha
38447,0,Sem falha
38448,0,Sem falha
38449,0,Sem falha
38450,0,Sem falha
38451,1,Falha
38452,0,Sem falha
38453,0,Sem falha
38454,1,Falha
38455,0,Sem falha
38456,0,Sem falha
38457,0,Sem falha
38458,0,Sem falha
38459,0,Sem falha
38460,0,Sem falha
38461,0,Sem falha
38462,0,Sem falha
38463,0,Sem falha
38464,0,Sem falha
38465,0,Sem falha
38466,1,Falha
38467,0,Sem falha
38468,1,Falha
38469,1,Falha
38470,0,Sem falha
38471,1,Falha
38472,0,Sem falha
38473,1,Falha
38474,1,Falha
38475,0,Sem falha
38476,0,Sem falha
38477,0,Sem falha
38478,0,Sem falha
38479,1,Falha
38480,0,Sem falha
38481,0,Sem falha
38482,0,Sem falha
38483,0,Sem falha
38484,0,Sem falha
38485,0,Sem falha
38486,1,Falha
38487,0,Sem falha
38488,0,Sem falha
38489,0,Sem falha
38490,0,Sem falha
38491,1,Falha
38492,1,Falha
38493,0,Sem falha
38494,0,Sem falha
38495,0,Sem falha
38496,0,Sem falha
38497,1,Falha
38498,0,Sem falha
38499,1,Falha
38500,0,Sem falha
38501,0,Sem falha
38502,1,Falha
38503,0,Sem falha
38504,0,Sem falha
38505,0,Sem falha
38506,0,Sem falha
38507,1,Falha
38508,0,Sem falha
38509,0,Sem falha
38510,0,Sem falha
38511,1,Falha
38512,0,Sem falha
38513,0,Sem falha
38514,0,Sem falha
38515,1,Falha
38516,0,Sem falha
38517,0,Sem falha
38518,0,Sem falha
38519,0,Sem falha
38520,0,Sem falha
38521,0,Sem falha
38522,0,Sem falha
38523,1,Falha
38524,0,Sem falha
38525,0,Sem falha
38526,0,Sem falha
38527,1,Falha
38528,0,Sem falha
38529,0,Sem falha
38530,0,Sem falha
38531,0,Sem falha
38532,0,Sem falha
38533,0,Sem falha
38534,1,Falha
38535,0,Sem falha
38536,0,Sem falha
38537,1,Falha
38538,0,Sem falha
38539,0,Sem falha
38540,0,Sem falha
38541,0,Sem falha
38542,0,Sem falha
38543,0,Sem falha
38544,1,Falha
38545,0,Sem falha
38546,0,Sem falha
38547,1,Falha
38548,1,Falha
38549,0,Sem falha
38550,0,Sem falha
38551,0,Sem falha
38552,0,Sem falha
38553,0,Sem falha
38554,0,Sem falha
38555,0,Sem falha
38556,1,Falha
38557,0,Sem falha
38558,1,Falha
38559,1,Falha
38560,0,Sem falha
38561,0,Sem falha
38562,0,Sem falha
38563,0,Sem falha
38564,0,Sem falha
38565,1,Falha
38566,0,Sem falha
38567,1,Falha
38568,0,Sem falha
38569,0,Sem falha
38570,1,Falha
38571,0,Sem falha
38572,0,Sem falha
38573,0,Sem falha
38574,0,Sem falha
38575,1,Falha
38576,0,Sem falha
38577,0,Sem falha
38578,0,Sem falha
38579,1,Falha
38580,0,Sem falha
38581,0,Sem falha
38582,1,Falha
38583,0,Sem falha
38584,0,Sem falha
38585,1,Falha
38586,0,Sem falha
38587,0,Sem falha
38588,0,Sem falha
38589,0,Sem falha
38590,0,Sem falha
38591,0,Sem falha
38592,0,Sem falha
38593,0,Sem falha
38594,1,Falha
38595,0,Sem falha
38596,0,Sem falha
38597,0,Sem falha
38598,1,Falha
38599,0,Sem falha
38600,1,Falha
38601,1,Falha
38602,0,Sem falha
38603,0,Sem falha
38604,1,Falha
38605,1,Falha
38606,0,Sem falha
38607,1,Falha
38608,0,Sem falha
38609,0,Sem falha
38610,0,Sem falha
38611,0,Sem falha
38612,0,Sem falha
38613,0,Sem falha
38614,0,Sem falha
38615,1,Falha
38616,1,Falha
38617,1,Falha
38618,0,Sem falha
38619,0,Sem falha
38620,0,Sem falha
38621,1,Falha
38622,0,Sem falha
38623,0,Sem falha
38624,0,Sem falha
38625,0,Sem falha
38626,1,Falha
38627,0,Sem falha
38628,1,Falha
38629,0,Sem falha
38630,1,Falha
38631,0,Sem falha
38632,1,Falha
38633,1,Falha
38634,1,Falha
38635,1,Falha
38636,0,Sem falha
38637,0,Sem falha
38638,0,Sem falha
38639,1,Falha
38640,0,Sem falha
38641,1,Falha
38642,0,Sem falha
38643,0,Sem falha
38644,1,Falha
38645,0,Sem falha
38646,1,Falha
38647,0,Sem falha
38648,0,Sem falha
38649,1,Falha
38650,0,Sem falha
38651,1,Falha
38652,0,Sem falha
38653,0,Sem falha
38654,0,Sem falha
38655,0,Sem falha
38656,0,Sem falha
38657,0,Sem falha
38658,0,Sem falha
38659,1,Falha
38660,0,Sem falha
38661,0,Sem falha
38662,0,Sem falha
38663,0,Sem falha
38664,0,Sem falha
38665,0,Sem falha
38666,0,Sem falha
38667,0,Sem falha
38668,0,Sem falha
38669,1,Falha
38670,0,Sem falha
38671,0,Sem falha
38672,0,Sem falha
38673,0,Sem falha
38674,1,Falha
38675,0,Sem falha
38676,0,Sem falha
38677,0,Sem falha
38678,1,Falha
38679,0,Sem falha
38680,1,Falha
38681,1,Falha
38682,1,Falha
38683,0,Sem falha
38684,0,Sem falha
38685,0,Sem falha
38686,0,Sem falha
38687,0,Sem falha
38688,0,Sem falha
38689,0,Sem falha
38690,1,Falha
38691,0,Sem falha
38692,0,Sem falha
38693,0,Sem falha
38694,0,Sem falha
38695,0,Sem falha
38696,0,Sem falha
38697,0,Sem falha
38698,1,Falha
38699,1,Falha
38700,1,Falha
38701,0,Sem falha
38702,0,Sem falha
38703,1,Falha
38704,0,Sem falha
38705,0,Sem falha
38706,0,Sem falha
38707,1,Falha
38708,0,Sem falha
38709,0,Sem falha
38710,0,Sem falha
38711,0,Sem falha
38712,0,Sem falha
38713,0,Sem falha
38714,0,Sem falha
38715,0,Sem falha
38716,0,Sem falha
38717,0,Sem falha
38718,1,Falha
38719,0,Sem falha
38720,0,Sem falha
38721,1,Falha
38722,1,Falha
38723,0,Sem falha
38724,0,Sem falha
38725,1,Falha
38726,0,Sem falha
38727,0,Sem falha
38728,1,Falha
38729,0,Sem falha
38730,1,Falha
38731,0,Sem falha
38732,1,Falha
38733,0,Sem falha
38734,0,Sem falha
38735,0,Sem falha
38736,0,Sem falha
38737,0,Sem falha
38738,0,Sem falha
38739,1,Falha
38740,1,Falha
38741,0,Sem falha
38742,0,Sem falha
38743,0,Sem falha
38744,0,Sem falha
38745,0,Sem falha
38746,0,Sem falha
38747,1,Falha
38748,0,Sem falha
38749,1,Falha
38750,0,Sem falha
38751,0,Sem falha
38752,1,Falha
38753,0,Sem falha
38754,0,Sem falha
38755,1,Falha
38756,0,Sem falha
38757,0,Sem falha
38758,0,Sem falha
38759,1,Falha
38760,0,Sem falha
38761,0,Sem falha
38762,1,Falha
38763,1,Falha
38764,0,Sem falha
38765,0,Sem falha
38766,0,Sem falha
38767,0,Sem falha
38768,0,Sem falha
38769,0,Sem falha
38770,0,Sem falha
38771,1,Falha
38772,1,Falha
38773,1,Falha
38774,1,Falha
38775,0,Sem falha
38776,0,Sem falha
38777,0,Sem falha
38778,1,Falha
38779,0,Sem falha
38780,0,Sem falha
38781,0,Sem falha
38782,0,Sem falha
38783,0,Sem falha
38784,0,Sem falha
38785,0,Sem falha
38786,0,Sem falha
38787,0,Sem falha
38788,0,Sem falha
38789,0,Sem falha
38790,0,Sem falha
38791,0,Sem falha
38792,1,Falha
38793,0,Sem falha
38794,0,Sem falha
38795,0,Sem falha
38796,0,Sem falha
38797,1,Falha
38798,1,Falha
38799,0,Sem falha
38800,1,Falha
38801,0,Sem falha
38802,1,Falha
38803,0,Sem falha
38804,1,Falha
38805,0,Sem falha
38806,0,Sem falha
38807,0,Sem falha
38808,0,Sem falha
38809,1,Falha
38810,1,Falha
38811,1,Falha
38812,1,Falha
38813,0,Sem falha
38814,1,Falha
38815,0,Sem falha
38816,0,Sem falha
38817,0,Sem falha
38818,0,Sem falha
38819,0,Sem falha
38820,0,Sem falha
38821,0,Sem falha
38822,0,Sem falha
38823,0,Sem falha
38824,0,Sem falha
38825,0,Sem falha
38826,0,Sem falha
38827,1,Falha
38828,1,Falha
38829,1,Falha
38830,0,Sem falha
38831,1,Falha
38832,1,Falha
38833,0,Sem falha
38834,0,Sem falha
38835,0,Sem falha
38836,0,Sem falha
38837,1,Falha
38838,0,Sem falha
38839,0,Sem falha
38840,0,Sem falha
38841,0,Sem falha
38842,0,Sem falha
38843,0,Sem falha
38844,0,Sem falha
38845,0,Sem falha
38846,0,Sem falha
38847,1,Falha
38848,0,Sem falha
38849,0,Sem falha
38850,0,Sem falha
38851,0,Sem falha
38852,0,Sem falha
38853,1,Falha
38854,1,Falha
38855,0,Sem falha
38856,0,Sem falha
38857,0,Sem falha
38858,1,Falha
38859,0,Sem falha
38860,0,Sem falha
38861,0,Sem falha
38862,0,Sem falha
38863,0,Sem falha
38864,0,Sem falha
38865,0,Sem falha
38866,0,Sem falha
38867,1,Falha
38868,0,Sem falha
38869,1,Falha
38870,1,Falha
38871,1,Falha
38872,1,Falha
38873,0,Sem falha
38874,0,Sem falha
38875,0,Sem falha
38876,1,Falha
38877,0,Sem falha
38878,0,Sem falha
38879,0,Sem falha
38880,0,Sem falha
38881,0,Sem falha
38882,0,Sem falha
38883,1,Falha
38884,1,Falha
38885,0,Sem falha
38886,0,Sem falha
38887,0,Sem falha
38888,0,Sem falha
38889,1,Falha
38890,1,Falha
38891,0,Sem falha
38892,1,Falha
38893,0,Sem falha
38894,0,Sem falha
38895,0,Sem falha
38896,1,Falha
38897,0,Sem falha
38898,1,Falha
38899,0,Sem falha
38900,0,Sem falha
38901,0,Sem falha
38902,0,Sem falha
38903,0,Sem falha
38904,0,Sem falha
38905,0,Sem falha
38906,0,Sem falha
38907,0,Sem falha
38908,1,Falha
38909,0,Sem falha
38910,0,Sem falha
38911,0,Sem falha
38912,0,Sem falha
38913,1,Falha
38914,0,Sem falha
38915,0,Sem falha
38916,1,Falha
38917,0,Sem falha
38918,1,Falha
38919,0,Sem falha
38920,1,Falha
38921,0,Sem falha
38922,0,Sem falha
38923,1,Falha
38924,1,Falha
38925,0,Sem falha
38926,0,Sem falha
38927,0,Sem falha
38928,0,Sem falha
38929,0,Sem falha
38930,0,Sem falha
38931,0,Sem falha
38932,0,Sem falha
38933,0,Sem falha
38934,0,Sem falha
38935,1,Falha
38936,0,Sem falha
38937,0,Sem falha
38938,0,Sem falha
38939,0,Sem falha
38940,0,Sem falha
38941,0,Sem falha
38942,0,Sem falha
38943,1,Falha
38944,0,Sem falha
38945,1,Falha
38946,0,Sem falha
38947,1,Falha
38948,1,Falha
38949,1,Falha
38950,1,Falha
38951,0,Sem falha
38952,0,Sem falha
38953,0,Sem falha
38954,1,Falha
38955,0,Sem falha
38956,1,Falha
38957,1,Falha
38958,1,Falha
38959,0,Sem falha
38960,0,Sem falha
38961,1,Falha
38962,0,Sem falha
38963,0,Sem falha
38964,0,Sem falha
38965,0,Sem falha
38966,1,Falha
38967,1,Falha
38968,0,Sem falha
38969,0,Sem falha
38970,1,Falha
38971,1,Falha
38972,0,Sem falha
38973,0,Sem falha
38974,0,Sem falha
38975,0,Sem falha
38976,1,Falha
38977,0,Sem falha
38978,1,Falha
38979,0,Sem falha
38980,0,Sem falha
38981,1,Falha
38982,0,Sem falha
38983,0,Sem falha
38984,1,Falha
38985,1,Falha
38986,0,Sem falha
38987,0,Sem falha
38988,1,Falha
38989,0,Sem falha
38990,0,Sem falha
38991,1,Falha
38992,0,Sem falha
38993,0,Sem falha
38994,0,Sem falha
38995,0,Sem falha
38996,0,Sem falha
38997,1,Falha
38998,0,Sem falha
38999,0,Sem falha
39000,0,Sem falha
39001,0,Sem falha
39002,0,Sem falha
39003,1,Falha
39004,1,Falha
39005,0,Sem falha
39006,1,Falha
39007,0,Sem falha
39008,0,Sem falha
39009,0,Sem falha
39010,0,Sem falha
39011,0,Sem falha
39012,0,Sem falha
39013,0,Sem falha
39014,0,Sem falha
39015,0,Sem falha
39016,0,Sem falha
39017,0,Sem falha
39018,0,Sem falha
39019,0,Sem falha
39020,1,Falha
39021,0,Sem falha
39022,0,Sem falha
39023,1,Falha
39024,0,Sem falha
39025,1,Falha
39026,0,Sem falha
39027,0,Sem falha
39028,1,Falha
39029,1,Falha
39030,0,Sem falha
39031,0,Sem falha
39032,1,Falha
39033,0,Sem falha
39034,1,Falha
39035,0,Sem falha
39036,0,Sem falha
39037,0,Sem falha
39038,0,Sem falha
39039,1,Falha
39040,1,Falha
39041,0,Sem falha
39042,0,Sem falha
39043,1,Falha
39044,0,Sem falha
39045,0,Sem falha
39046,0,Sem falha
39047,1,Falha
39048,0,Sem falha
39049,1,Falha
39050,0,Sem falha
39051,1,Falha
39052,0,Sem falha
39053,0,Sem falha
39054,0,Sem falha
39055,0,Sem falha
39056,0,Sem falha
39057,0,Sem falha
39058,1,Falha
39059,1,Falha
39060,0,Sem falha
39061,1,Falha
39062,0,Sem falha
39063,0,Sem falha
39064,0,Sem falha
39065,0,Sem falha
39066,1,Falha
39067,0,Sem falha
39068,0,Sem falha
39069,0,Sem falha
39070,1,Falha
39071,0,Sem falha
39072,0,Sem falha
39073,0,Sem falha
39074,0,Sem falha
39075,0,Sem falha
39076,1,Falha
39077,0,Sem falha
39078,0,Sem falha
39079,0,Sem falha
39080,0,Sem falha
39081,0,Sem falha
39082,0,Sem falha
39083,0,Sem falha
39084,1,Falha
39085,0,Sem falha
39086,1,Falha
39087,1,Falha
39088,0,Sem falha
39089,0,Sem falha
39090,0,Sem falha
39091,0,Sem falha
39092,1,Falha
39093,0,Sem falha
39094,0,Sem falha
39095,0,Sem falha
39096,1,Falha
39097,0,Sem falha
39098,1,Falha
39099,0,Sem falha
39100,1,Falha
39101,0,Sem falha
39102,1,Falha
39103,0,Sem falha
39104,1,Falha
39105,0,Sem falha
39106,0,Sem falha
39107,0,Sem falha
39108,1,Falha
39109,0,Sem falha
39110,0,Sem falha
39111,0,Sem falha
39112,0,Sem falha
39113,1,Falha
39114,1,Falha
39115,1,Falha
39116,0,Sem falha
39117,0,Sem falha
39118,0,Sem falha
39119,0,Sem falha
39120,0,Sem falha
39121,0,Sem falha
39122,0,Sem falha
39123,0,Sem falha
39124,1,Falha
39125,0,Sem falha
39126,1,Falha
39127,0,Sem falha
39128,0,Sem falha
39129,0,Sem falha
39130,0,Sem falha
39131,0,Sem falha
39132,0,Sem falha
39133,0,Sem falha
39134,0,Sem falha
39135,0,Sem falha
39136,0,Sem falha
39137,1,Falha
39138,1,Falha
39139,0,Sem falha
39140,1,Falha
39141,0,Sem falha
39142,1,Falha
39143,1,Falha
39144,0,Sem falha
39145,0,Sem falha
39146,0,Sem falha
39147,1,Falha
39148,0,Sem falha
39149,0,Sem falha
39150,0,Sem falha
39151,0,Sem falha
39152,0,Sem falha
39153,0,Sem falha
39154,0,Sem falha
39155,0,Sem falha
39156,1,Falha
39157,0,Sem falha
39158,0,Sem falha
39159,0,Sem falha
39160,1,Falha
39161,1,Falha
39162,0,Sem falha
39163,1,Falha
39164,1,Falha
39165,0,Sem falha
39166,1,Falha
39167,1,Falha
39168,1,Falha
39169,0,Sem falha
39170,0,Sem falha
39171,1,Falha
39172,0,Sem falha
39173,0,Sem falha
39174,0,Sem falha
39175,0,Sem falha
39176,0,Sem falha
39177,0,Sem falha
39178,0,Sem falha
39179,0,Sem falha
39180,0,Sem falha
39181,0,Sem falha
39182,1,Falha
39183,0,Sem falha
39184,1,Falha
39185,1,Falha
39186,0,Sem falha
39187,0,Sem falha
39188,0,Sem falha
39189,1,Falha
39190,0,Sem falha
39191,1,Falha
39192,0,Sem falha
39193,0,Sem falha
39194,0,Sem falha
39195,0,Sem falha
39196,0,Sem falha
39197,0,Sem falha
39198,0,Sem falha
39199,1,Falha
39200,1,Falha
39201,1,Falha
39202,0,Sem falha
39203,0,Sem falha
39204,1,Falha
39205,1,Falha
39206,0,Sem falha
39207,0,Sem falha
39208,0,Sem falha
39209,1,Falha
39210,0,Sem falha
39211,1,Falha
39212,1,Falha
39213,0,Sem falha
39214,1,Falha
39215,1,Falha
39216,0,Sem falha
39217,0,Sem falha
39218,0,Sem falha
39219,0,Sem falha
39220,1,Falha
39221,0,Sem falha
39222,1,Falha
39223,0,Sem falha
39224,0,Sem falha
39225,1,Falha
39226,0,Sem falha
39227,0,Sem falha
39228,0,Sem falha
39229,1,Falha
39230,1,Falha
39231,0,Sem falha
39232,0,Sem falha
39233,0,Sem falha
39234,1,Falha
39235,0,Sem falha
39236,1,Falha
39237,0,Sem falha
39238,0,Sem falha
39239,1,Falha
39240,0,Sem falha
39241,0,Sem falha
39242,0,Sem falha
39243,0,Sem falha
39244,0,Sem falha
39245,0,Sem falha
39246,0,Sem falha
39247,1,Falha
39248,0,Sem falha
39249,0,Sem falha
39250,0,Sem falha
39251,0,Sem falha
39252,1,Falha
39253,0,Sem falha
39254,1,Falha
39255,0,Sem falha
39256,0,Sem falha
39257,1,Falha
39258,0,Sem falha
39259,0,Sem falha
39260,0,Sem falha
39261,1,Falha
39262,0,Sem falha
39263,0,Sem falha
39264,0,Sem falha
39265,0,Sem falha
39266,0,Sem falha
39267,0,Sem falha
